Clinic Name,Clinic URL,Telephone Number,Fax Number,Address,Opening Hours
ABSOLUTE FAMILY DENTAL,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=47911,69048689,69048689,"BLK 22 BOON KENG ROAD, BENDEMEER VILLE, #01-41 SINGAPORE 330022",
ACACIA MEDICAL CLINIC,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=45244,98164823,66840247,"180 DEPOT ROAD, INTERLACE, THE, #01-07 SINGAPORE 109684",Eve of Lunar New Year (04/02/2019) : 09:00 am to 12:00 pm | Lunar New Year (05/02/2019) : 06:00 pm to 09:00 pm | Lunar New Year (06/02/2019) : 06:00 pm to 09:00 pm
ACCENT DENTAL SURGERY (JM) PTE LTD,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=2000,62713613,64535339,"BLK 18 JALAN MEMBINA, #02-05 SINGAPORE 164018",
ACCENT DENTAL SURGERY PTE LTD,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=2010,64535339,64535339,"BLK 446 ANG MO KIO AVE 10, #01-1669 SINGAPORE 560446","Monday and Thursday : 09:00 am to 12:30 pm, 02:00 pm to 05:00 pm, 06:00 pm to 08:30 pm | Tuesday and Friday : 09:00 am to 12:30 pm, 02:00 pm to 06:00 pm | Wednesday and Sunday : 09:00 am to 01:00 pm | Saturday : 09:00 am to 12:30 pm, 02:00 pm to 04:30 pm"
ACCLARO AESTHETIC & PLASTIC SURGERY,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=48219,00000000,,"583 ORCHARD ROAD, FORUM, #1-07-09 SINGAPORE 238884",
ACCLARO CLINIC,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=45831,65101980,68836963,"290 ORCHARD ROAD, PARAGON, #12-01 SINGAPORE 238859",
ACCORD DENTAL CLINIC,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=2020,65821368,65821368,"BLK 442 PASIR RIS DR 6, #01-26 SINGAPORE 510442","Monday to Friday : 09:15 am to 12:30 pm, 02:00 pm to 04:00 pm | Tuesday and Thursday : 07:00 pm to 09:00 pm | Saturday : 09:15 am to 12:30 pm | Sunday and Public Holiday : Closed"
ACCORD MEDICAL CLINIC,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=41142,68441528,68443782,"BLK 325 UBI AVENUE 1, #01-701 SINGAPORE 400325","Eve of Chinese New Year (24/01/2020) : 08:30 am to 01:00 pm | Chinese New Year (27/01/2020) : 09:00 am to 12:00 pm | Monday to Friday : 08:30 am to 10:00 pm | Saturday to Sunday : 09:00 am to 12:30 pm, 07:00 pm to 10:00 pm"
ACE CARDIOLOGY CLINIC,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=47864,CE CARDIOLOGY CLINIC,64757277,"3 MOUNT ELIZABETH, MOUNT ELIZABETH MEDICAL CENTRE, #17-18 SINGAPORE 228510",
ACE DENTAL CENTRE,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=2030,92251960,65829390,"338 ANG MO KIO AVE 1, #01-1669 SINGAPORE 560338","Monday to Thursday : 09:00 am to 12:00 pm, 02:00 pm to 04:00 pm, 07:00 pm to 09:00 pm | Friday to Friday : Closed | Saturday to Sunday : 09:00 am to 12:00 pm"
ACE DENTAL CENTRE @ BT BATOK,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=46800,64541993,62522100,"BLK 451 BUKIT BATOK WEST AVENUE 6, #01-05 SINGAPORE 650451",
ACE DIALYSIS PTE LTD,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=48447,67813688,67813588,"BLK 144 TAMPINES STREET 12, TAMPINES PARK, #01-388 SINGAPORE 521144",
ACE FAMILY DENTALCARE,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=36963,64488495,64499497,"BLK 56 NEW UPPER CHANGI ROAD, #01-1288 SINGAPORE 461056",Monday to Friday : 09:00 am to 08:30 pm | Saturday to Sunday : 09:00 am to 01:00 pm
ACE UROLOGY CLINIC & SURGERY,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=45320,62551005,62547160,"820 THOMSON ROAD, MOUNT ALVERNIA HOSPITAL MEDICAL CENTRE D, #07-56 SINGAPORE 574623",
ACEHEALTH MEDICAL,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=48248,62526772,62526772,"BLK 316B ANG MO KIO STREET 31, TECK GHEE VISTA, #01-10 SINGAPORE 563316","Public Holiday : 08:30 am to 01:00 pm | Monday : 08:30 am to 01:00 pm, 06:00 pm to 09:00 pm | Tuesday : 08:30 am to 01:00 pm, 06:00 pm to 09:00 pm | Wednesday : Closed | Thursday : 08:30 am to 01:00 pm, 06:00 pm to 09:00 pm | Friday : 08:30 am to 01:00 pm, 06:00 pm to 09:00 pm | Saturday : 08:30 am to 01:00 pm, 02:00 pm to 06:00 pm | Sunday : 08:30 am to 01:00 pm"
ACER DIALYSIS PTE LTD,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=48592,62648266,62469866,"BLK 510 BEDOK NORTH STREET 3, #01-69 SINGAPORE 460510",
ACHIEVE SPINE AND ORTHOPAEDIC CENTRE,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=48562,CHIEVE SPINE AND ORTHOPAEDIC CENTRE,66046334,"3 MOUNT ELIZABETH, MOUNT ELIZABETH MEDICAL CENTRE, #16-11 SINGAPORE 228510",
ACJ WOMEN'S CLINIC PTE LTD,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=46672,63532033,62505168,"820 THOMSON ROAD, MOUNT ALVERNIA HOSPITAL MEDICAL CENTRE D, #07-63/64 SINGAPORE 574623","Monday to Friday : 09:00 am to 01:00 pm, 02:00 pm to 05:00 pm | Saturday : 09:00 am to 01:00 pm | Sunday and Public Holiday : Closed"
ACMS MEDICAL CLINIC,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=45520,62625052,64538651,"1 GRANGE ROAD, ORCHARD BUILDING, #06-06 SINGAPORE 239693","Public Holiday : Closed | Monday to Saturday : 09:00 am to 12:30 pm, 02:00 pm to 04:30 pm"
ACORN GASTROENTEROLOGY,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=48288,CORN GASTROENTEROLOGY,66046334,"6 NAPIER ROAD, GLENEAGLES MEDICAL CENTRE, #05-01 SINGAPORE 258499",
ACORN GASTROENTEROLOGY,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=48294,CORN GASTROENTEROLOGY,66046334,"1 FARRER PARK STATION ROAD, CONNEXION, #13-14 SINGAPORE 217562",
ACORN GASTROENTEROLOGY,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=48354,64432520,64432521,"319 JOO CHIAT PLACE, PARKWAY EAST MEDICAL CENTRE, #03-07 SINGAPORE 427989",
ACTIVE GLOBAL CLINIC,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=48008,65360086,62065191,"BLK 92 TELOK BLANGAH STREET 31, #01-255 SINGAPORE 100092",
ACUFEM WOMEN'S SPECIALIST SERVICES,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=33220,64743821,64746290,"6 NAPIER ROAD, GLENEAGLES MEDICAL CENTRE, #04-14 SINGAPORE 258499",
ACUFEM WOMEN'S SPECIALIST SERVICES,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=44509,64743821,67953106,"1 JURONG WEST CENTRAL 2 JP1, JURONG POINT SHOPPING CENTRE, #B1-19E SINGAPORE 648886",Tuesday : 05:00 pm to 08:00 pm
ACUMED MEDICAL GROUP,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=36270,67923822,65677365,"1 JURONG WEST CENTRAL 2, JURONG POINT SHOPPING CENTRE JP1, #B1A-19E SINGAPORE 648886",Monday to Friday : 08:30 am to 05:00 pm | Saturday : 08:30 am to 01:00 pm | Sunday and Public Holiday : Closed
ACUMED MEDICAL GROUP,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=36271,65619366,65616103,"BLK 38 TEBAN GARDENS ROAD, #01-318/319 SINGAPORE 600038","Monday to Tuesday : 08:30 am to 01:00 pm, 02:00 pm to 08:00 pm | Wednesday to Friday : 08:30 am to 01:00 pm, 02:00 pm to 05:00 pm | Saturday : 08:30 am to 12:00 pm | Sunday and Public Holiday : Closed"
ACUMED MEDICAL GROUP,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=36273,63627789,63687077,"BLK 111 WOODLANDS STREET 13, #01-78 SINGAPORE 730111","Monday to Friday : 08:30 am to 01:00 pm, 02:00 pm to 05:00 pm | Saturday : 08:30 am to 01:00 pm | Sunday and Public Holiday : Closed"
ACUMED MEDICAL GROUP,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=36275,62656422,62662777,"BLK 64 YUNG KUANG ROAD, #01-107/111 SINGAPORE 610064","Monday to Friday : 08:30 am to 01:00 pm, 02:00 pm to 05:00 pm, 06:00 pm to 09:00 pm | Saturday : 08:30 am to 01:00 pm, 01:30 pm to 05:00 pm | Sunday and Public Holiday : 09:00 am to 12:00 pm"
ACUMED MEDICAL GROUP,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=36276,68615996,68633579,"71 PIONEER ROAD, TUAS AMENITY CENTRE, #01-06 SINGAPORE 639591","Monday to Friday : 08:30 am to 01:00 pm, 02:00 pm to 04:00 pm | Saturday : 09:00 am to 12:00 pm | Sunday and Public Holiday : Closed"
ACUMED MEDICAL GROUP,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=36277,65159919,65159909,"301 BOON LAY WAY, BOON LAY MRT STATION, #01-18/19 SINGAPORE 649846","Monday to Friday : 08:00 am to 01:00 pm, 01:30 pm to 05:00 pm, 05:30 pm to 09:00 pm | Saturday : 09:00 am to 01:00 pm, 02:00 pm to 05:00 pm, 06:00 pm to 09:00 pm | Sunday and Public Holiday : 09:00 am to 01:00 pm, 02:00 pm to 05:00 pm, 06:00 pm to 09:00 pm"
ACUMED MEDICAL GROUP,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=36278,64438077,64438700,"BLK 214 BEDOK NORTH STREET 1, #01-165 SINGAPORE 460214","Monday to Friday : 08:30 am to 01:00 pm, 02:00 pm to 05:00 pm | Saturday : 08:30 am to 01:00 pm | Sunday and Public Holiday : Closed"
ACUMED MEDICAL GROUP,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=45089,68615755,68615355,"1 JOO KOON CIRCLE, FAIRPRICE HUB, #01-23 SINGAPORE 629117","Monday to Friday : 09:00 am to 01:00 pm, 02:00 pm to 06:00 pm | Saturday : Closed | Sunday and Public Holiday : Closed"
ACUMED MEDICAL GROUP,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=45327,65701390,65701395,"128 TUAS SOUTH AVENUE 3, JTC BIOMED ONE @ TUAS BIOMEDICAL PARK, #01-03 SINGAPORE 637370",Public Holiday : Closed | Monday to Friday : 09:00 am to 12:30 pm | Saturday and Sunday : Closed
ACUMED MEDICAL GROUP,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=45859,63850113,65677365,"BLK 215C COMPASSVALE DRIVE, #01-02 SINGAPORE 543215","Monday and Wednesday : 08:30 am to 01:00 pm, 02:00 pm to 08:00 pm | Tuesday and Thursday : 08:30 am to 01:00 pm | Friday : 08:30 am to 01:00 pm | Saturday : 08:30 am to 01:00 pm | Sunday and Public Holiday : 09:00 am to 12:00 pm"
ACUMED MEDICAL GROUP,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=48126,62231070,62231072,"BLK 801 TAMPINES AVENUE 4, TAMPINES POLYVIEW, #01-269 SINGAPORE 520801","Monday to Friday : 08:30 am to 01:00 pm, 02:00 pm to 05:00 pm"
ACUMED MEDICAL GROUP,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=48295,63868980,63866007,"7 WALLICH STREET, GUOCO TOWER, #B1-15 SINGAPORE 078884","Public Holiday : Closed | Monday to Friday : 08:30 am to 01:00 pm, 02:00 pm to 05:00 pm | Saturday to Sunday : Closed"
ACUMED MEDICAL GROUP,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=48506,68410086,68410096,"BLK 302 UBI AVENUE 1, #01-11 SINGAPORE 400302","Monday and Wednesday : 08:30 am to 01:00 pm, 02:00 pm to 04:30 pm, 06:00 pm to 08:30 pm | Tuesday and Thursday : 08:30 am to 01:00 pm, 02:00 pm to 04:00 pm | Friday : 08:30 am to 01:00 pm, 02:00 pm to 04:00 pm | Saturday : 08:30 am to 12:30 pm | Sunday and Public Holiday : Closed"
ACUMEN DIAGNOSTICS,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=48333,65099558,69800074,"180 KITCHENER ROAD, CITY SQUARE MALL, #B1-13/14 SINGAPORE 208539",
ADAM ROAD MEDICAL CENTRE PSYCHIATRIC & PSYCHOLOGICAL SERVICES,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=45763,64667777,64670254,"559 BUKIT TIMAH ROAD, KING'S ARCADE, #01-02 SINGAPORE 269695",
ADELINA WOMEN'S CLINIC,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=2180,63584963,63584749,"339 THOMSON ROAD, THOMSON MEDICAL CENTRE, #06-04 SINGAPORE 307677",
ADELPHI PSYCH MEDICINE CLINIC,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=45432,62509833,64932266,"1 COLEMAN STREET, THE ADELPHI, #04-32 SINGAPORE 179803",Monday to Saturday : 10:00 am to 07:00 pm
ADIDAH FAMILY CLINIC & SURGERY,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=2200,67845435,67845435,"BLK 821 TAMPINES ST 81, #01-210 SINGAPORE 520821","Public Holiday : Closed | Monday to Wednesday : 09:00 am to 12:15 pm, 02:30 pm to 05:30 pm | Thursday and Saturday : 09:00 am to 12:15 pm | Friday : 09:00 am to 12:15 pm | Sunday : 09:00 am to 12:15 pm"
ADMIRALTY FAMILY MEDICAL CLINIC,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=46882,69048894,69045737,"BLK 678A WOODLANDS AVENUE 6, ADMIRALTY PLACE, #03-15 SINGAPORE 731678","Public Holiday : Closed | Monday : 08:30 am to 01:00 pm, 02:00 pm to 05:00 pm, 06:00 pm to 09:00 pm | Tuesday to Friday : 08:30 am to 01:00 pm, 02:00 pm to 05:00 pm, 06:00 pm to 09:00 pm | Saturday : Closed | Sunday : 08:30 am to 01:00 pm"
ADMIRALTY MEDICAL CENTRE,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=45925,68078000,68078090,"676 WOODLANDS DRIVE 71, KAMPUNG ADMIRALTY, #03-01 SINGAPORE 730676",Monday to Friday : 08:00 am to 05:00 pm | Saturday : 08:00 am to 11:30 am
ADRIAN TAN NEUROLOGY PRACTICE PTE LTD,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=41960,68362221,62352389,"3 MOUNT ELIZABETH, MOUNT ELIZABETH MEDICAL CENTRE, #05-09 SINGAPORE 228510",
ADULT & CHILD ENT SPECIALISTS,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=47362,69709408,69709108,"1 FARRER PARK STATION ROAD, CONNEXION, #14-04 SINGAPORE 217562",
ADULT & CHILD EYE (ACE) CLINIC,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=46895,67776058,62876765,"38 IRRAWADDY ROAD, MOUNT ELIZABETH NOVENA SPECIALIST CENTRE, #07-43 SINGAPORE 329563",
ADULT & CHILD PSYCHOLOGICAL WELLNESS CLINIC,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=44389,62533354,62533354,"101 IRRAWADDY ROAD, ROYAL SQUARE AT NOVENA, #13-05 SINGAPORE 329565",
ADVANCE CLINIC & SURGERY PTE LTD,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=2220,67421156,67426191,"301 UBI AVE 1, #01-269 SINGAPORE 400301","Eve of Chinese New Year (24/01/2020) : 08:30 am to 12:30 pm | Monday to Friday : 08:30 am to 05:30 pm, 07:00 pm to 09:00 pm | Saturday : 08:30 am to 01:00 pm | Sunday : Closed"
ADVANCE ORTHOPAEDICS,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=47735,98983595,68874930,"3 MOUNT ELIZABETH, MOUNT ELIZABETH MEDICAL CENTRE, #15-09 SINGAPORE 228510",
ADVANCE SURGICAL GROUP PTE LTD,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=38071,68362168,68362580,"290 ORCHARD ROAD, PARAGON, #18-01 SINGAPORE 238859",
ADVANCED BRAIN AND SPINE SURGICAL CENTRE,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=48133,62354785,62354675,"3 MOUNT ELIZABETH, MOUNT ELIZABETH MEDICAL CENTRE, #10-15 SINGAPORE 228510",
ADVANCED COLORECTAL AND GENERAL SURGERY,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=48035,64595540,64595540,"820 THOMSON ROAD, MOUNT ALVERNIA HOSPITAL, #01-06 SINGAPORE 574623",
ADVANCED DENTAL ANG MO KIO,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=45897,69049909,69049909,"BLK 720 ANG MO KIO AVENUE 6, #01-4110 SINGAPORE 560720","Public Holiday : Closed | Monday to Friday : 09:00 am to 01:00 pm, 02:00 pm to 05:00 pm, 06:00 am to 09:00 pm | Saturday and Sunday : 09:00 am to 01:00 pm, 02:00 pm to 05:00 pm"
ADVANCED DENTAL BEDOK,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=44684,64490246,64490246,"BLK 59 NEW UPPER CHANGI ROAD, #01-1270 SINGAPORE 461059","Public Holiday to Public Holiday : Closed | Monday to Friday : 09:00 am to 01:00 pm, 02:00 pm to 05:00 pm, 06:00 pm to 09:00 pm | Saturday and Sunday : 09:00 am to 01:00 pm, 02:00 pm to 05:00 pm"
ADVANCED DENTAL BOON KENG CENTURY,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=45132,63960306,63960306,"BLK 25 BENDEMEER ROAD, BENDEMEER VILLE, #01-567 SINGAPORE 330025",
ADVANCED DENTAL BUANGKOK,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=48511,62332199,,"70 COMPASSVALE BOW, SENGKANG GRAND MALL, #02-12 SINGAPORE 544692","Public Holiday : Closed | Monday to Friday : 09:00 am to 01:00 pm, 02:00 pm to 05:00 pm, 06:00 pm to 09:00 pm | Saturday and Sunday : 09:00 am to 01:00 pm, 02:00 am to 05:00 pm"
ADVANCED DENTAL BUKIT PANJANG,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=47172,67662663,67662663,"BLK 258 BUKIT PANJANG RING ROAD, BUKIT PANJANG NEW TOWN, #01-58/60 SINGAPORE 670258",
ADVANCED DENTAL BUONA VISTA,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=48011,63344183,63344183,"1 VISTA EXCHANGE GREEN, THE STAR VISTA, #B1-17 SINGAPORE 138617",
ADVANCED DENTAL CLINIC BUKIT PANJANG PTE LTD,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=45603,67662663,,"BLK 258 BUKIT PANJANG RING ROAD, BUKIT PANJANG NEW TOWN, #01-60 SINGAPORE 670258","Monday to Friday : 09:00 am to 12:00 pm, 01:00 pm to 05:00 pm, 06:00 pm to 09:00 pm | Saturday and Sunday : 09:00 am to 01:00 pm, 02:00 pm to 05:00 pm"
ADVANCED DENTAL CLINIC PASIR RIS PTE LTD,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=45166,63843384,63843384,"BLK 259 PASIR RIS STREET 21, LOYANG POINT, #02-32 SINGAPORE 510259","Monday to Friday : 09:00 am to 01:00 pm, 02:00 pm to 05:00 pm, 06:00 pm to 09:00 pm | Saturday and Sunday : 09:00 pm to 01:00 pm, 02:00 pm to 05:00 pm"
ADVANCED DENTAL CLINIC SENGKANG,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=45810,63849929,63849929,"11 RIVERVALE CRESCENT, RIVERVALE MALL, #02-12 SINGAPORE 545082","Public Holiday : Closed | Monday to Friday : 09:00 am to 01:00 pm, 02:00 pm to 05:00 pm, 06:00 pm to 09:00 pm | Saturday and Sunday : 09:00 am to 01:00 pm, 02:00 pm to 05:00 pm"
ADVANCED DENTAL CLINIC SERANGOON PTE LTD,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=45122,62801011,,"BLK 254 SERANGOON CENTRAL DRIVE, #01-213 SINGAPORE 550254","Monday to Friday : 08:30 am to 12:30 pm, 01:30 pm to 04:30 pm, 05:30 pm to 08:30 pm | Saturday and Sunday : 08:30 am to 12:30 pm, 01:30 pm to 04:30 pm"
ADVANCED DENTAL CLINIC TAMPINES EAST,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=42732,67892628,67892628,"BLK 482 TAMPINES STREET 43, #01-238 SINGAPORE 520482",Public Holiday : Closed | Monday to Friday : 09:00 am to 09:00 pm | Saturday and Sunday : 09:00 am to 05:00 pm
ADVANCED DENTAL JURONG WEST,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=44956,65650054,,"BLK 498 JURONG WEST STREET 41, #01-478 SINGAPORE 640498","Monday to Friday : 09:00 pm to 01:00 pm, 02:00 pm to 05:00 pm, 06:00 pm to 09:00 pm | Saturday and Sunday : 09:00 pm to 01:00 pm, 02:00 pm to 05:00 pm"
ADVANCED DENTAL PUNGGOL NORTHSHORE,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=47843,67892654,86841000,"BLK 407 NORTHSHORE DRIVE, #02-19 SINGAPORE 820407",
ADVANCED DENTAL PUNGGOL PLAZA,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=47344,68505051,86841000,"BLK 168 PUNGGOL FIELD, PUNGGOL PLAZA, #01-13 SINGAPORE 820168",
ADVANCED DENTAL PUNGGOL WATERWAY,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=47464,63030530,68505051,"83 PUNGGOL CENTRAL, WATERWAY POINT, #02-10 SINGAPORE 828761",
ADVANCED DENTAL QUEENSTOWN,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=48162,DVANCED DENTAL QUEENSTOWN,86841000,"BLK 57 DAWSON ROAD, DAWSON PLACE, #02-04A SINGAPORE 142057",
ADVANCED DENTAL SELETAR,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=48616,62332199,62332199,"33 SENGKANG WEST AVENUE, THE SELETAR MALL, #01-57-59 SINGAPORE 797653",
ADVANCED DENTAL SIMEI,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=48092,63344183,63344183,"3 SIMEI STREET 6, EASTPOINT MALL, #02-31 SINGAPORE 528833",
ADVANCED DENTAL SPECIALISTS NOVENA,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=48285,DVANCED DENTAL SPECIALISTS NOVENA,86841000,"10 SINARAN DRIVE, SQUARE 2, #09-01 SINGAPORE 307506",
ADVANCED DENTAL TAMPINES NORTH,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=47625,68767906,68767906,"BLK 614 TAMPINES NORTH DRIVE 1, #01-02 SINGAPORE 520614",
ADVANCED DENTAL THONG HOE,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=44459,65653233,65653233,"153 BUKIT BATOK ST 11, #01-288 SINGAPORE 650153",Public Holiday : Closed | Monday to Friday : 09:00 am to 09:00 pm | Saturday and Sunday : 09:00 am to 05:00 pm
ADVANCED DENTAL TOA PAYOH,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=44934,63975411,,"BLK 19 LORONG 7 TOA PAYOH, #01-270 SINGAPORE 310019","Monday to Friday : 09:00 am to 01:00 pm, 02:00 pm to 05:00 pm, 06:00 pm to 09:00 pm | Saturday and Sunday : 09:00 am to 01:00 pm, 02:00 pm to 05:00 pm"
ADVANCED DENTAL WOODLANDS CENTRAL,https://www.hcidirectory.gov.sg/hcidirectory/clinic.do?task=view&toBack=search&pkId=48053,63344183,63344183,"11 WOODLANDS SQUARE, WOODLANDS MRT STATION, #B1-31 SINGAPORE 737736",
